filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Class
Kadri Gopalnath - Bhagyada Lakshmi Baramm2.wav ,0.265471101,0.102930337,1678.512425,1785.889264,3212.13891,0.066544193,-159.3792877,118.8050613,-37.99207687,28.45890045,-7.527868271,7.072100639,-0.76324451,4.0567379,-6.866224766,-1.366028428,-14.07056808,-5.455752373,-11.79756641,-1.349593878,-7.168983936,-2.750073433,-13.32967949,-4.637101173,-14.16916943,3.021442652,A#
Kadri Gopalnath - Bhagyada Lakshmi Baramm3.wav ,0.271226674,0.096017823,1698.918462,1802.561964,3228.830476,0.067716144,-166.3861084,117.7305984,-38.10407257,26.81521797,-6.722945213,6.260107994,-0.054994661,3.598472595,-6.143887997,-0.576089323,-13.96956635,-5.435921669,-11.71861839,-1.53069365,-9.033258438,-3.674160719,-12.66656017,-2.333819866,-11.41352558,5.657062531,A#
Kadri Gopalnath - Bhagyada Lakshmi Baramm4.wav ,0.254050493,0.12031699,1692.137766,1781.566708,3209.055595,0.069879396,-144.0218353,117.7229614,-40.17104721,25.18786812,-10.28575516,3.073092937,-3.152781487,2.446294308,-8.097543716,-1.978123307,-15.56572628,-6.085264206,-13.3189373,-1.211556435,-7.130020142,-1.509180069,-10.84245014,-1.978659987,-10.39585781,6.539321899,A#
Kadri Gopalnath - Bhagyada Lakshmi Baramm5.wav ,0.249471694,0.100942664,1629.951964,1717.857631,3070.281434,0.074866516,-172.3740845,119.9535599,-39.33233261,27.81274223,-4.468668461,7.705832481,-1.875599742,3.453562737,-4.799821854,0.74791652,-13.96736526,-5.204452038,-11.22547817,0.591855466,-3.355488777,0.182577878,-9.392972946,-3.17861867,-12.0877943,2.516863346,A#
Kadri Gopalnath - Bhagyada Lakshmi Baramm6.wav ,0.310345918,0.09735883,1756.847779,1854.339278,3369.371293,0.078644271,-154.9476318,113.0903397,-39.7869606,22.87840271,-5.846805096,7.724870682,-1.568033576,5.025832176,-8.071105957,0.617763698,-12.05508423,-4.324138641,-10.21359921,0.610718369,-3.051680326,1.965779305,-6.289176464,-1.267074466,-11.31121826,-0.336229175,A#
Kadri Gopalnath - Bhagyada Lakshmi Baramm7.wav ,0.295911133,0.000715827,1783.759583,1968.935123,4382.102539,0.056621962,-738.87323,49.86939621,16.40120888,13.17433262,5.445590019,7.757763863,0.621026516,4.583490849,1.308732629,3.568584919,0.666873753,5.857654572,1.196980238,2.102597237,-1.253504395,2.423787832,-1.179641366,1.402363539,-0.485379219,1.304673553,A#
Kadri Gopalnath - Bho Shambo1.wav ,0.280839622,0.179612279,1616.533563,1420.776728,2972.107028,0.096873942,-145.4262695,124.0411682,-70.25296021,29.02433205,-3.984659195,-16.0880909,18.03974342,-5.87813282,-2.857140064,-3.281163931,-11.39824963,-2.959260225,-3.45102644,-11.41960716,-8.81938076,2.859515667,-7.589042664,0.479948997,-2.48585391,2.707713366,A#
Kadri Gopalnath - Bho Shambo10.wav ,0.275631398,0.233999982,1706.134672,1404.32871,3026.410697,0.114938192,-109.9110489,116.5386734,-72.34162903,40.36271286,-8.440834999,13.31770229,-3.925254583,7.072738647,-3.801407576,-1.769438505,-0.402737886,-11.86606884,3.232769012,-15.02371025,-0.254819304,0.415623963,-3.193348885,-4.913134098,-2.273024559,4.307436943,A#
Kadri Gopalnath - Bho Shambo2.wav ,0.268718332,0.226706535,1592.690639,1469.608114,2908.807411,0.094895874,-106.2626724,139.8897858,-68.15635681,29.73726463,10.96266079,-19.96941757,21.38724709,-8.194928169,-3.465815783,6.472736359,-17.11464882,5.089092731,-9.415917397,-6.131296635,-4.146988392,5.631893158,-0.156106383,-2.067723989,-3.249360561,0.235050395,A#
Kadri Gopalnath - Bho Shambo3.wav ,0.297622532,0.21808064,1464.803736,1340.140243,2691.000395,0.084948088,-113.1511612,156.7230377,-76.78913879,26.85520363,15.04662991,-16.91276932,21.43060112,-6.463809967,-3.462134123,4.892364979,-20.31721306,6.364789009,-9.237802505,-4.83219862,-4.693604946,-1.869973183,-2.150956869,-2.609302282,0.019153442,3.9924438,A#
Kadri Gopalnath - Bho Shambo4.wav ,0.30041334,0.208975211,1329.425064,1303.184105,2492.584928,0.078265211,-142.7194519,151.3585052,-58.00142288,27.759058,17.65764618,-11.83033466,19.12089348,-2.918623686,3.099629879,4.450270653,-11.56705284,2.321761847,-8.576402664,-4.819406986,-9.351426125,0.947515905,-5.950308323,-0.537334442,1.399729609,4.127494335,A#
Kadri Gopalnath - Bho Shambo5.wav ,0.263805181,0.240763143,1441.857533,1361.354754,2626.334119,0.087411036,-101.8426895,157.3811188,-70.68716431,22.65428734,12.58412933,-19.29329872,18.98831367,-8.327737808,-1.737990975,4.154450893,-17.39160347,0.752231061,-13.47609806,-0.525129974,-3.932542324,7.104402065,-2.878009081,-4.330125809,-4.161966324,-1.374143004,A#
Kadri Gopalnath - Bho Shambo6.wav ,0.300736666,0.216540694,1434.002598,1325.982789,2638.809043,0.085693359,-119.1911545,153.451767,-72.05081177,27.09293747,9.588646889,-12.04860783,14.40006447,-4.406093597,-1.320474625,-0.032470893,-11.7620554,-2.903597593,-5.590289116,-5.449457645,-4.59651947,6.076834202,-3.124257326,2.469710588,-0.351049453,0.410147697,A#
Kadri Gopalnath - Bho Shambo7.wav ,0.289053857,0.237117231,1480.668109,1319.015697,2655.758941,0.088332799,-106.4087677,155.1919556,-78.17929077,24.99509239,10.69452763,-17.46829224,16.3232975,-8.089481354,0.006510992,-1.297519207,-15.61655521,-3.603012562,-11.57905674,1.130620241,-5.187358379,10.4847393,-1.028834701,-4.504066467,-5.883439064,-4.032248497,A#
Kadri Gopalnath - Bho Shambo8.wav ,0.294806719,0.279821664,1639.256942,1477.447232,2946.723848,0.098978993,-56.81674957,147.8054352,-77.8687973,28.64099121,0.527325213,-10.3384819,12.17534924,-10.15927315,0.08077918,-5.62702179,-12.80316067,-4.132397652,-10.60407543,-3.235143661,-6.90157032,6.425364017,-4.481556892,-3.481461525,-6.905589581,-2.433650017,A#
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal1.wav ,0.163423702,0.055293199,1002.568342,1371.289249,1507.349219,0.037870897,-383.0265198,139.6466217,-21.82617378,-23.58100128,-12.04637909,-24.29715919,-18.52882957,-15.9740591,-13.42433262,-7.643147945,-11.15828896,-14.27891922,-10.76063538,-7.671824932,-5.265244484,-3.771822214,-5.517073154,-6.344197273,-1.264447927,7.812105656,A
A.wav ,0.188306272,0.062968887,1451.837821,1435.107975,2666.31721,0.086042816,-388.5057373,85.0062027,-2.067401409,35.68432617,-5.738089085,6.136730194,-9.915398598,-11.3719492,-9.970424652,5.95005703,-3.89328146,-7.41753006,-5.649862766,-1.26961863,12.39997292,29.05781174,34.16544724,19.94917679,-8.019254684,-28.34923744,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal10.wav ,0.160175487,0.112131596,845.1273492,1035.875214,1194.101113,0.038117305,-313.6793823,152.1067047,-23.29136658,-34.88320541,-14.14391136,-28.74484444,-27.10400581,-20.34723854,-19.86546707,-14.78183937,-11.71645737,-10.50625706,-6.599618435,-3.835497141,-2.865572691,-2.134355307,-1.165416598,-0.278457314,-1.296007037,-2.272490263,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal11.wav ,0.177408189,0.121770248,878.9125404,1019.326816,1331.716947,0.043604801,-280.0556641,171.210556,-24.26415253,-15.96639633,-5.845481873,-22.18411446,-17.94443893,-14.57772255,-11.65130806,-7.925101757,-8.194550514,-8.073738098,-5.724580765,0.985369444,3.963270903,-1.781991124,-2.47540307,0.640373349,-0.64045608,-1.204322338,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal12.wav ,0.186425611,0.141231731,902.204219,1005.269717,1377.741669,0.048399556,-262.8810425,173.6612091,-27.41461945,-10.61455822,-5.943611622,-20.88523483,-18.18017387,-15.3909502,-11.01046085,-7.504311562,-8.341822624,-6.097640991,-0.418766469,5.946146011,4.981425762,-1.957968712,-2.299386024,-1.959922433,-3.841821909,-4.273506641,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal13.wav ,0.173304945,0.131812483,905.9034088,1041.082829,1354.733475,0.048785419,-272.9606934,163.8886566,-20.98501015,-8.216207504,-3.733587503,-20.10639572,-16.81413841,-13.9989996,-8.544124603,-3.10964942,-4.743570805,-6.711884022,-4.355416775,1.625673652,2.684290409,-0.604914546,-0.439094841,-2.623729706,-5.961715221,-4.091254234,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal14.wav ,0.159427151,0.139947668,926.3987915,1029.184798,1358.133454,0.051863632,-275.3072815,162.69133,-24.83746147,-10.05125332,-4.978493214,-21.78550911,-17.53923416,-13.96958637,-7.182831764,-1.798253298,-2.612483025,-1.342630625,3.113131046,6.798397064,1.960627198,-7.362487793,-8.658099174,-7.52826643,-6.92183876,-3.58817029,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal15.wav ,0.187590003,0.096495464,929.6237205,1128.099435,1414.766445,0.046366311,-295.7668457,164.8489075,-20.77440262,-5.541021824,-2.844842196,-16.98647118,-15.42604733,-13.70843124,-9.970188141,-8.013542175,-10.04169464,-8.385313988,-1.398652911,5.754117489,2.821173906,-4.928470612,-5.758223057,-4.87218523,-3.698826551,-1.101477981,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal16.wav ,0.178217575,0.095567919,1025.658095,1156.128918,1569.873841,0.056369652,-287.042572,152.6712341,-22.95607758,-7.348608494,-1.509120464,-19.92106628,-16.51821899,-11.30682087,-2.750190258,3.930588961,0.604802489,-2.952701807,-1.212189555,0.502987444,-5.029515266,-10.17844868,-7.719421387,-7.350601196,-5.402749538,3.623014688,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal17.wav ,0.191210389,0.097210109,971.2224278,1132.05375,1566.498861,0.047498579,-278.2182312,168.8562775,-31.14740562,1.469145298,-2.031661272,-16.6437397,-15.40584946,-16.31851578,-9.797963142,-6.427909851,-8.061973572,-8.453557014,-4.636703491,5.586436272,6.624940872,0.177237347,-0.504997671,-3.300865412,-3.881462574,-1.821182132,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal18.wav ,0.201277345,0.097230144,935.2819764,1115.134807,1464.016147,0.048113088,-281.6626282,166.9782867,-20.78388405,-3.788138151,-2.097757578,-18.52638817,-14.49706078,-13.22887993,-8.629514694,-4.640541077,-6.588204384,-9.515010834,-6.165387154,3.371931553,3.991348505,-2.113236189,-1.027382135,-1.588212967,-3.321634769,-0.386667669,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal19.wav ,0.196373716,0.080620937,1000.196823,1172.082155,1606.415286,0.050224564,-291.495636,164.8447418,-28.29252052,-2.619345903,-1.257397294,-15.35222149,-12.25288296,-13.64168358,-7.781300545,-2.365153074,-3.659716368,-5.456335068,-1.941069365,6.385873795,6.196800232,0.94173336,0.019511173,-3.576926947,-5.979661942,-5.351919174,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal2.wav ,0.162696078,0.088629723,844.1839706,1127.760221,1192.059458,0.035141889,-350.433197,155.6413574,-25.29838943,-30.63734245,-11.14216995,-24.16715431,-22.51783562,-16.82123184,-13.2952137,-10.38064671,-13.01758575,-15.59869289,-15.01390648,-12.151577,-6.874037266,-5.722073078,-8.766972542,-7.301307201,1.592252851,10.71507072,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal20.wav ,0.186310127,0.111980155,934.3910445,1086.632098,1476.974402,0.046603271,-269.9882507,171.382431,-29.66030121,-2.018907785,-5.543216705,-17.39356804,-13.3135767,-16.99129677,-12.75212955,-10.14329815,-10.55754662,-10.22252369,-4.756929398,7.4459095,4.366676331,-1.95799005,1.829580069,-0.092129454,-0.273999065,0.658163786,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal3.wav ,0.163560078,0.107516393,841.9744164,1075.113897,1232.334215,0.034492989,-326.3388062,152.2992249,-25.15242958,-34.11932373,-12.076087,-24.43658447,-23.18730736,-17.17653656,-14.13203716,-11.44565582,-14.87225437,-16.59332085,-13.72603989,-10.54510975,-6.986426353,-5.587031841,-6.767869949,-4.87635994,3.670190096,11.33809853,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal4.wav ,0.179458499,0.088698618,928.6129294,1150.16512,1365.775075,0.04219589,-335.1016846,153.7367096,-28.29290199,-28.30358315,-15.84178638,-27.74512291,-22.31588745,-22.01818657,-19.79644012,-11.68767834,-8.546113968,-8.408889771,-9.789481163,-11.05670357,-5.127070427,4.67905426,9.016758919,8.76658535,8.676447868,6.605770111,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal5.wav ,0.151969016,0.129722446,808.1028872,1001.866079,1161.559643,0.035837274,-311.973877,162.438324,-28.41649246,-29.50312042,-14.09942818,-27.38779831,-23.17470169,-21.88224792,-20.17188072,-14.11915588,-13.17062759,-13.67940331,-12.75600719,-10.05715084,-2.727690697,4.252463818,4.847989559,1.017420292,-0.855409026,1.378506541,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal6.wav ,0.176790193,0.119840614,869.2049606,1021.058638,1215.750982,0.043949848,-315.6870728,159.5990753,-28.63869095,-34.47949982,-17.8969841,-29.2765522,-23.42008781,-19.99038696,-17.24166489,-12.57537365,-13.83847141,-12.98040962,-10.32345676,-7.999062538,-1.420467973,4.392272949,6.149812222,6.013830662,3.898851395,2.611594915,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal7.wav ,0.159709558,0.111093126,848.6895986,1044.33209,1206.784369,0.038614657,-316.3217468,152.2490082,-24.02662659,-33.89614105,-15.16503334,-28.54236412,-25.52170563,-18.25686646,-16.19457245,-13.44341373,-12.69530487,-10.00006866,-5.939313889,-4.766615868,-5.344126225,-5.977272987,-4.361804485,-0.914865017,2.248163939,3.867137671,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal8.wav ,0.166510493,0.084818438,962.0861332,1184.18346,1401.216527,0.043731028,-338.5160217,148.2719574,-28.18459702,-31.20823479,-15.10150814,-26.17146301,-22.24442291,-21.21647644,-17.76124191,-10.4952898,-9.867208481,-9.445215225,-8.703570366,-7.693378925,-0.314611107,7.985381126,8.609127045,5.134134293,3.025633097,2.33320713,A
Hariprasad Chaurasia - Rachna Suprabhat in Deepchandi Taal9.wav ,0.147280127,0.120572574,852.1632505,1050.364946,1224.084265,0.039929464,-322.8681335,150.4329834,-27.5817318,-30.9383049,-13.6277132,-29.66822815,-26.42105293,-22.35128975,-21.26853371,-14.0325861,-10.02933502,-8.513163567,-5.513679981,-2.397146702,-0.83427161,-1.03559351,-0.512915432,1.174221873,2.688822269,4.505484581,A
Ali Akbar Khan - Raga - Darbari Todi (1988)1.wav ,0.294334143,0.017501544,1192.713176,1580.302144,2334.569217,0.081799959,-390.056488,149.0695953,-5.637286186,14.11730957,19.40047264,2.936123133,2.9160676,5.766371727,0.093596086,0.235219046,0.580734611,-4.569661617,-4.351776123,7.760152817,3.086632967,3.475678921,-9.488054276,-0.0410657,-2.072193146,-0.585883379,B
Ali Akbar Khan - Raga - Darbari Todi (1988)10.wav ,0.341680735,0.043747067,1667.750634,2065.276642,3538.686935,0.077408451,-242.9138031,118.4913864,-4.457133293,28.88638687,9.569604874,6.562208176,-0.380119622,5.016387463,-2.319330931,3.026852608,-6.126298428,0.84108299,-8.874887466,9.189574242,1.447493434,9.427865028,-5.01880312,5.028376579,-0.768081546,5.74361372,B
Ali Akbar Khan - Raga - Darbari Todi (1988)11.wav ,0.373408616,0.049881089,1834.700919,2189.543771,3798.610364,0.089245114,-204.633728,111.0840988,-3.44220829,33.33628082,3.524477243,-1.044010401,2.078201294,4.650365353,-5.156608105,7.522584915,-6.047222137,2.230506897,-8.240332603,2.673360586,-1.873065352,7.089355469,-7.573884487,6.597103596,0.666087031,0.398237288,B
Ali Akbar Khan - Raga - Darbari Todi (1988)12.wav ,0.413913012,0.042463645,1648.108302,2047.543767,3269.196898,0.076224407,-226.935318,122.3873367,-9.334496498,29.66746712,6.297346115,-1.416953683,2.154522181,6.125784397,-1.82842958,7.278565884,-1.320654154,3.869841337,-6.469989777,5.072129726,-2.39447403,6.482299328,-6.566236019,5.788859367,-1.07745111,-1.677814126,B
Ali Akbar Khan - Raga - Darbari Todi (1988)13.wav ,0.405652493,0.042233266,1473.119347,1947.062859,2919.115682,0.063443305,-245.4773102,129.7003937,-5.355291843,32.04824448,9.262821198,-1.85418582,3.475773811,3.766513824,-1.444692135,3.542897224,-0.145587981,3.411156178,-6.351864815,6.065844059,-0.544464946,6.180902004,-9.056762695,4.286633015,1.13911736,2.756362677,B
Ali Akbar Khan - Raga - Darbari Todi (1988)14.wav ,0.421873808,0.040203031,1584.252611,2022.45571,3122.847783,0.074895617,-242.1089325,123.9746246,-6.197761059,32.17118073,8.297029495,-1.456479669,5.313225746,4.099442482,-3.327837706,8.901722908,-1.951461911,3.757966757,-3.150283575,6.018956184,-1.050656557,6.396925926,-9.995613098,2.128909349,0.642567992,-0.353544176,B
Ali Akbar Khan - Raga - Darbari Todi (1988)15.wav ,0.373260051,0.04588788,1760.020605,2125.949777,3566.603433,0.086257226,-213.460556,114.4679031,-6.549785137,35.91166687,5.868146896,-2.084022284,5.259543419,-0.702376306,-2.90279007,6.393788338,-4.821043968,2.165970802,-6.374661922,2.860806465,-1.612484813,6.574399948,-9.502967834,2.91590333,1.975958705,1.512962699,B
Ali Akbar Khan - Raga - Darbari Todi (1988)16.wav ,0.40503931,0.047721118,1695.662985,2061.884919,3376.846247,0.080494222,-213.9444427,118.905571,-8.458025932,34.51760864,6.144475937,-1.44194448,4.554128647,2.32404995,-4.296897411,7.166182041,-3.100281477,2.722323895,-6.867043972,2.709047079,-2.418735266,6.141701221,-8.215530396,5.166224003,1.419237137,1.662658095,B
Ali Akbar Khan - Raga - Darbari Todi (1988)17.wav ,0.449791729,0.046339341,1869.212056,2163.265599,3671.961129,0.101055322,-186.4630585,115.733017,-11.36106396,26.68125343,3.624151945,-3.531197786,2.509402037,5.095730305,-6.52341795,5.985003948,-4.339513302,4.552938461,-8.216158867,1.101231694,-6.076527119,3.388520718,-7.702999592,4.091369152,-0.861549377,-2.126248598,B
Ali Akbar Khan - Raga - Darbari Todi (1988)18.wav ,0.400013417,0.044305254,1551.712258,2013.345949,3064.40647,0.067578201,-238.2163239,124.2805481,-5.890279293,30.66584587,8.153232574,-2.395018101,5.00980854,7.597959995,-1.682713509,7.428067684,-0.019290878,5.813387394,-6.383775234,3.951111078,-2.043450832,5.70507288,-9.545331955,4.481412411,1.26089406,0.635903776,B
Ali Akbar Khan - Raga - Darbari Todi (1988)19.wav ,0.385872632,0.051347893,1744.594403,2132.16778,3546.928552,0.081047885,-204.3948364,117.4722595,-5.612126827,31.09913254,6.153167248,-2.707097054,3.12584424,3.517900229,-5.361672878,7.080788612,-4.24574995,1.883614421,-8.09010601,1.855916977,-3.323713064,6.939109802,-7.546276569,5.903318882,2.509245157,2.728186131,B
Ali Akbar Khan - Raga - Darbari Todi (1988)2.wav ,0.343628049,0.033389699,1386.768046,1801.503314,2724.575192,0.06826376,-282.9526062,140.732193,-10.38306332,22.85817909,10.26616192,0.284196794,7.160574913,6.544839382,-0.822706878,3.479968071,-1.923579097,1.06093061,-5.836559296,6.695144176,1.844018102,9.574498177,-10.13142014,3.058668852,-1.625671625,-0.933830738,B
Ali Akbar Khan - Raga - Darbari Todi (1988)20.wav ,0.398305148,0.04896396,1602.182835,1983.916552,3222.047183,0.072832137,-220.9823608,125.0598755,-9.634160042,33.08826065,7.118501186,-2.51875329,3.947775126,3.28681469,-2.858088255,5.983823776,-2.306487322,2.701269388,-8.558657646,2.933594465,-3.092363358,5.925027847,-7.981269836,7.635382175,1.167817712,3.284717083,B
Ali Akbar Khan - Raga - Darbari Todi (1988)21.wav ,0.429413527,0.04440074,1631.242901,2017.99251,3248.56369,0.077704368,-220.9599457,121.8484268,-12.02931213,31.57233429,7.225889206,-0.657933414,4.189193726,5.975111485,-3.775442362,8.06699276,-0.969242334,4.878757954,-5.390300274,4.191574574,-4.766374588,4.415212154,-9.311951637,5.309525967,-0.549646258,-1.443312645,B
Ali Akbar Khan - Raga - Darbari Todi (1988)22.wav ,0.42064631,0.047264382,1700.936473,2040.111282,3332.138184,0.082431852,-212.9101257,119.8872757,-10.5229044,34.26984024,6.361852646,-3.109685421,6.132736683,3.213108301,-6.490978241,9.194007874,-3.137320757,4.237674236,-5.375383377,1.432401776,-3.937884808,4.478951931,-9.071766853,0.942970693,1.327321291,2.655365944,B
Ali Akbar Khan - Raga - Darbari Todi (1988)23.wav ,0.35310778,0.051061552,1759.270632,2084.447492,3591.228284,0.085247784,-205.2595978,115.9016571,-8.835988998,33.40781784,5.480818748,0.015996266,2.409839153,0.745902538,-6.414615631,7.01057148,-4.052577019,3.762735367,-8.870388031,2.508568764,-3.942942142,4.223305702,-9.099801064,7.097049236,1.020947099,7.664951324,B
Ali Akbar Khan - Raga - Darbari Todi (1988)24.wav ,0.369625568,0.046444286,1697.020307,2014.989093,3386.229524,0.085665771,-210.7639771,120.5489655,-13.40049362,31.82597923,4.60545063,-0.225765929,3.136085749,0.417111039,-8.831161499,7.416517735,-5.889748096,2.400000095,-10.06472874,0.397635251,-6.74414587,4.549522877,-8.277646065,5.141129971,1.438351512,4.313808918,B
Ali Akbar Khan - Raga - Darbari Todi (1988)25.wav ,0.408119202,0.046916258,1717.18002,2059.886085,3438.795873,0.083181659,-203.4480438,120.983963,-12.63455868,29.86421204,6.392221451,-2.402262926,1.831375599,3.185660601,-7.365373611,7.15794611,-4.050348759,2.405687571,-7.218877792,1.258424401,-5.426492691,3.373282671,-8.641548157,4.609539032,1.715446711,1.379341483,B
Ali Akbar Khan - Raga - Darbari Todi (1988)26.wav ,0.406736404,0.042263549,1781.610897,2046.634501,3484.820594,0.093682729,-211.8248596,117.1860352,-16.3249073,33.57450867,5.287188053,-2.364822865,3.370358706,2.850386381,-7.468610764,9.024296761,-4.55950737,1.436242104,-4.601325989,0.979315817,-3.894269228,4.84153223,-10.18606377,1.980333447,-0.409961909,-1.936200261,B
Ali Akbar Khan - Raga - Darbari Todi (1988)27.wav ,0.360942483,0.051992718,1836.604525,2107.838113,3662.694519,0.094582572,-188.6023407,114.5846939,-13.23373985,30.21397018,5.086661816,-0.911832929,0.038173568,-0.750960886,-8.204405785,4.151247501,-6.613083363,1.008852124,-8.372894287,2.19366312,-5.145237923,2.913573027,-10.11749649,6.355862617,-0.65029639,4.427500725,B
Ali Akbar Khan - Raga - Darbari Todi (1988)28.wav ,0.410554141,0.045475326,1692.02469,2066.609973,3376.179585,0.077584565,-208.4643707,120.7218704,-12.85491276,29.04888344,7.037416458,0.916862071,1.762092471,3.548229218,-4.905664921,6.364645481,-4.018269539,1.847856164,-9.334397316,3.232012987,-3.988743544,4.626525879,-9.232338905,6.215716362,-1.05495131,0.806641579,B
Ali Akbar Khan - Raga - Darbari Todi (1988)29.wav ,0.436344355,0.04388788,1768.877815,2135.263174,3613.269818,0.08110344,-207.5327454,116.7100449,-11.15628719,27.86154556,6.170143127,1.454153657,1.117256761,7.193475723,-4.701507568,7.401539326,-3.81308651,2.848937511,-8.394667625,3.04148984,-4.016236305,5.283006668,-9.195631981,4.470935345,-1.235409498,-0.323199928,B
