filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Instrument,Pitch,raga
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav34.wav,0.187172434,0.157569453,1840.284982,2135.793913,3673.836118,0.071651494,-189.7910717,86.06830121,-19.8243391,2.342252245,-19.64410524,-12.23927128,-26.7947822,-15.54953697,-13.214505,1.147279745,-2.087167601,9.996896681,-1.775432893,5.519574941,-2.099874956,-0.40710032,-7.523594834,2.382255375,-2.28904821,-3.568716792,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav35.wav,0.198382221,0.147324473,2010.840985,2203.673173,4014.384059,0.087013079,-189.0270478,79.1873979,-21.14875141,3.499051273,-18.79030473,-14.38918781,-26.46346304,-12.91581733,-11.3385474,1.845314179,-1.155303572,10.7535789,-2.951713271,1.626481799,-4.717825345,1.470497946,-7.825377755,2.903545354,0.80654744,2.488965665,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav36.wav,0.239379129,0.06798207,2352.825422,2388.478652,4900.012037,0.113713598,-180.9610313,78.16973713,-19.86990983,6.658179863,-17.84140998,-6.760298107,-19.55200008,-7.046734143,-9.691475234,2.191888591,-4.965113677,6.142461654,-8.539915705,-3.546535411,-6.857369381,0.384783411,-6.465791898,5.801225867,0.072252152,-0.907972551,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav37.wav,0.215882953,0.100697085,2209.542365,2324.350252,4543.239194,0.096375457,-170.7792217,79.6033314,-22.60832765,2.053891482,-21.42533283,-7.561840847,-16.36278654,-4.609306282,-11.82598719,-2.355204052,-10.3977753,4.054561327,-9.813688405,-4.987845886,-7.162076095,3.563819794,0.8085031,16.39010749,11.04227155,7.234646531,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav38.wav,0.179874355,0.201137573,1927.622068,2197.291233,3922.734613,0.073635987,-160.9952101,81.95468337,-20.17464115,5.124100155,-18.38486614,-9.33881608,-22.51333075,-11.02042213,-14.16801093,0.466093508,-5.146617085,8.357822079,-1.876473949,5.064851879,0.055291566,3.938195697,-7.455089431,4.813466075,-1.685683453,-3.680148049,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav5.wav,0.184967174,0.064377412,1855.186986,2202.964579,3791.035409,0.062667044,-237.9400402,93.50244252,-19.74759562,-1.424632726,-16.87252563,-8.502666785,-20.28124337,-6.411071262,-8.210044232,-3.520537484,-10.84074139,3.603700971,-13.12063493,-3.508127753,-4.214356846,3.813757563,1.02715405,18.9208387,17.22115645,13.08856855,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav6.wav,0.19424274,0.065315835,1739.056811,2126.324481,3432.854242,0.062040819,-233.3483125,103.9996381,-18.07010395,-0.9812818,-14.40228339,-6.730921842,-18.91337859,-5.752211307,-8.213850139,-1.619009077,-7.523707296,4.983944661,-11.46237989,-1.929423148,-5.315078619,0.105009583,-4.82345272,8.801422934,5.365603168,4.39727648,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav7.wav,0.203071925,0.065772846,1826.165712,2134.657232,3599.536567,0.071133735,-230.9335457,99.52915067,-18.53804765,0.534915189,-14.50014789,-7.6103558,-20.54627536,-7.036443021,-9.245186078,-1.849642003,-6.439945083,6.311666123,-11.64639456,-5.127711848,-4.722350449,3.898142178,-0.885507833,11.67002097,4.939910198,1.344703467,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav8.wav,0.195294967,0.077333406,1668.30616,2009.257598,3110.14786,0.063433857,-243.3950273,104.8450922,-22.03419844,-4.596558746,-15.46382856,-9.194896441,-20.30639123,-8.293790095,-11.22638573,-4.267168584,-9.656127067,4.449489012,-13.54599902,-5.575264215,-4.97916496,3.553503981,2.212116131,20.05242349,15.88606002,8.492298838,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Alap Jor Jhala.wav9.wav,0.173087461,0.080100954,1689.95914,2054.007807,3182.830754,0.056547277,-238.5715489,100.3687978,-21.18222225,-3.253728174,-16.34179266,-10.16640769,-19.97908792,-7.269235531,-10.95278152,-4.127132397,-9.801853737,4.292842903,-13.71853867,-4.8066574,-3.600229089,7.027501903,6.313456992,26.31364853,20.6845098,9.493623929,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav1.wav,0.211409105,0.118547589,1681.09832,1918.758765,3028.373355,0.070883547,-231.2317343,99.08223113,-31.28238402,-6.924554185,-10.90122048,-12.01076056,-19.06680762,-14.93854802,-13.1227661,0.474128297,-2.135829637,6.887200774,-4.999906508,4.601578539,2.686096031,5.970237278,-0.567874269,5.481236869,0.888620939,1.228046657,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav10.wav,0.209507673,0.091876663,1794.059508,2059.361074,3341.613127,0.071088383,-212.830876,103.8577207,-26.69039571,-3.08924477,-11.4293333,-10.22713045,-14.8852063,-9.352517295,-10.21320556,-0.302825975,-3.999681945,5.862225947,-5.873653918,1.023094931,-1.460405844,5.775748722,2.394851938,10.84005957,4.735619202,5.408003351,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav11.wav,0.213284261,0.078756064,1735.923979,2039.763135,3193.905687,0.07210803,-224.0831489,108.885934,-24.42798266,-6.328014125,-11.62779091,-9.712493081,-14.31281758,-8.272240119,-8.226408572,0.322550359,-3.411364789,6.387426738,-4.710670952,1.277315884,-1.896366247,4.955286652,2.640496272,12.04490634,5.360682795,4.056027652,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav12.wav,0.210010426,0.101504512,1630.173028,1953.791088,2951.898817,0.06486053,-228.0464868,109.1564244,-23.94329242,-3.561560293,-9.866879171,-11.92224499,-17.91467756,-13.46372457,-11.78712195,-0.355537376,-2.243830154,8.687155998,-0.622248561,6.819086106,2.900572688,6.610044605,-0.274986121,6.320675798,1.026508898,0.108529213,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav13.wav,0.192683474,0.128337473,1785.209454,2026.079148,3338.413146,0.068914927,-186.3514676,102.7632418,-28.47924499,2.499647284,-12.51747481,-10.24112197,-14.43166628,-11.63492526,-12.95414401,-0.227298046,-3.058314698,5.705125074,-2.31842818,3.86325396,-1.992886006,4.319915696,-0.963197628,5.352121207,-2.193563073,0.517752294,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav14.wav,0.233233321,0.113417707,1709.68136,2004.056212,3102.681239,0.070636761,-232.3412371,102.2861617,-23.73467637,-1.733632478,-9.614493388,-9.622215497,-14.8198552,-12.17301195,-10.75544413,3.015036297,1.692628507,12.79146568,4.275145321,9.22412882,3.965743853,4.66697303,-5.666149754,0.550046855,-6.609955346,-6.149476893,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav15.wav,0.204776845,0.090078481,1690.163296,1982.129632,3092.097969,0.067456886,-232.6698385,106.8898627,-24.59665019,-2.767787243,-11.92020007,-10.94542893,-16.42845469,-12.83551608,-8.454556895,2.959256683,0.342416338,10.78898958,0.316110881,4.952582457,1.276550611,4.661170205,-2.508955383,4.413858878,-1.645142856,-1.154340838,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav16.wav,0.208191513,0.111050233,1605.927216,1898.732179,2843.049475,0.066522273,-221.8127141,109.6632012,-26.71813326,-5.289118116,-13.8869602,-12.92472362,-18.86191865,-13.67600694,-10.51698363,1.441665778,-0.122452788,12.43997783,3.216426509,7.195020173,1.785399597,4.270907514,-2.169227324,4.511523647,-1.720285243,-1.223428342,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav17.wav,0.189270582,0.065998815,1646.429685,1886.257891,3129.949423,0.065573277,-279.1355452,91.12134248,-21.89360019,-0.166318852,-10.84977075,-9.044640584,-13.06217474,-10.11788831,-10.18948812,-0.660609915,-2.629202911,7.824675512,0.878256202,5.287953149,5.064855199,7.018990068,-0.812667259,4.81202121,-0.146072759,-0.089469626,Bansuri,A,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav2.wav,0.185749022,0.099752493,1647.663401,1955.918623,2975.282009,0.067041545,-227.2039552,107.6519047,-28.50344676,-6.245570499,-10.80656401,-9.485568422,-15.92233687,-10.27482491,-12.41617125,-0.664526745,-3.069403657,7.762089827,-3.802549799,6.188859859,0.644411607,3.216812914,0.338708489,10.1306284,3.842715197,3.13126674,Bansuri,B,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav3.wav,0.177471069,0.134951726,1612.837593,1954.078834,2829.291225,0.063745268,-230.476576,101.6668174,-26.54846779,-7.657966851,-10.86299344,-11.95178879,-17.34589245,-14.9199853,-11.84181574,2.435430874,1.820445731,12.51459196,3.629050759,12.8357946,5.426297421,4.72251609,-5.358821961,2.03868571,-4.559106031,-6.340092308,Bansuri,B,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav4.wav,0.207547595,0.124573112,1607.095869,1910.066989,2805.374703,0.066536635,-235.9224131,105.3901375,-26.53844242,-8.178161803,-10.75065436,-11.8822782,-17.57387109,-13.29212798,-11.92144005,0.847696324,3.217353576,13.42289761,2.633758906,9.784089696,4.684988668,4.311499233,-3.801287842,2.285845005,-3.54255179,-4.646925842,Bansuri,B,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav5.wav,0.215405608,0.113264039,1625.233307,1913.423113,2871.349304,0.069289453,-233.2805055,106.9364961,-25.98315939,-5.881695417,-10.6753029,-11.3345841,-17.20779529,-13.61545464,-11.15030391,1.54515642,1.598179572,12.51876891,0.58384459,7.390549012,5.053616286,5.473596975,-2.270976259,3.833758839,-1.766939589,-2.805744759,Bansuri,B,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav6.wav,0.185974866,0.122031033,1557.053502,1866.68365,2730.466823,0.062429328,-229.7729664,108.203875,-27.79989911,-4.802926249,-10.56296954,-10.16392507,-16.84101618,-14.82693343,-12.92302541,0.94795864,-1.287963662,9.721110389,-1.340444322,7.941846078,6.196672892,8.318888611,-0.499760157,6.243981408,-0.726721369,-1.679775937,Bansuri,B,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav7.wav,0.186625922,0.125339568,1626.470522,1889.708327,2921.998998,0.064471265,-198.6898234,111.0195375,-30.64968706,-2.638599294,-12.75618201,-10.33974401,-15.94583291,-14.32703666,-14.32374795,-0.852194377,-3.107491269,5.583736239,-4.044550906,3.990862183,1.102786599,5.646639717,0.3102699,5.746256392,-1.249675991,-0.902831394,Bansuri,B,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav8.wav,0.230333276,0.055793621,1717.719014,2044.527369,3242.513726,0.067693468,-235.383943,112.8060467,-22.46569143,1.664807502,-7.073600748,-4.735753495,-12.18371017,-9.088728317,-10.16479984,2.124194116,-3.307912161,5.959228082,-8.419911117,0.787344318,-1.264676901,3.148626335,-4.811296963,0.02050389,-7.354616059,-5.029555324,Bansuri,B,bahudari
Hariprasad Chaurasia - Ahir Lalit - Gat Roopak Taal.wav9.wav,0.201687918,0.119798221,1574.76972,1928.399724,2846.732786,0.061609227,-213.6890499,112.44843,-22.63070348,-3.375914957,-10.32606595,-11.39014086,-17.71177815,-13.07839333,-11.53832681,-1.247859043,-3.555445823,7.245184822,-1.397098825,5.773113357,1.787667424,5.432010965,-0.925164753,4.802071939,-2.035844265,-2.349120697,Bansuri,B,bahudari
Hariprasad Chaurasia - Dhun Sindh Bhairavin.wav1.wav,0.211835202,0.074581645,1548.713726,1845.035497,2674.350495,0.072541889,-300.4937644,106.7404973,-22.55312208,-8.408782775,-11.35187848,-13.94706576,-16.49767342,-7.074273993,-6.060624794,-0.008138467,-0.550823186,10.31896623,-3.883626551,-0.745619695,-1.617539343,-8.088642107,-11.65234032,-2.308909768,1.602380598,7.263117716,Bansuri,B,bahudari
Hariprasad Chaurasia - Dhun Sindh Bhairavin.wav10.wav,0.200185806,0.176664904,1472.565936,1864.828479,2512.218142,0.058887399,-202.2795527,115.0446919,-19.38579336,-2.225339515,-7.108922106,-9.616115516,-20.17021616,-13.91536412,-9.591906035,2.899774702,-0.384624666,7.500913841,-4.474199358,5.330402508,6.582121818,5.413494316,-5.400257909,-1.774029299,-5.170548168,0.181428716,Bansuri,B,bahudari
Hariprasad Chaurasia - Dhun Sindh Bhairavin.wav11.wav,0.183284605,0.195268437,1429.293641,1760.044046,2387.127232,0.060319741,-198.8626326,117.1204435,-20.72154373,-1.404510896,-12.05000133,-10.13163841,-17.17747177,-11.24108877,-9.961047468,1.399961708,2.176027971,12.29963216,3.131500547,5.608804458,-0.445836296,-0.605422874,-7.494706898,0.214355453,-4.116078779,-2.653996019,Bansuri,B,bahudari
Hariprasad Chaurasia - Dhun Sindh Bhairavin.wav12.wav,0.202549811,0.110890955,1625.884419,1932.871651,2919.857344,0.068905101,-211.0483168,110.5481575,-23.89443564,-0.447991151,-11.13529713,-10.91092029,-15.89352899,-11.38970771,-6.110936862,5.101335187,1.265299569,9.70089105,-2.215722906,-0.662989154,-3.202119963,-3.03396537,-8.141043189,0.859250862,-6.607450833,0.116564376,Bansuri,B,bahudari
Hariprasad Chaurasia - Dhun Sindh Bhairavin.wav13.wav,0.224790925,0.081747666,1657.873686,1952.478724,3082.831359,0.073112181,-196.3339933,117.3494198,-22.91663728,4.004497497,-11.20661816,-7.494948702,-15.03216802,-8.676394,-7.873656509,2.243839112,-4.047678364,4.943402819,-6.06369825,-2.490647579,-4.848207157,-2.664398897,-8.993999033,2.002636268,-4.641081743,1.985181886,Bansuri,B,bahudari
Hariprasad Chaurasia - Dhun Sindh Bhairavin.wav14.wav,0.200467248,0.111120857,1579.293854,1917.273717,2875.690944,0.062719197,-188.4995933,117.0395698,-22.56472776,-0.212954174,-12.36140564,-9.400763745,-16.33524109,-9.287264118,-9.191377455,0.208092824,-4.624714097,2.610071442,-7.302248928,-2.590503806,-3.688171299,0.628510871,-3.602428519,4.660680767,-0.440214961,3.438620207,Bansuri,B,bahudari
Hariprasad Chaurasia - Dhun Sindh Bhairavin.wav15.wav,0.188595384,0.126331195,1688.403393,1991.897416,3066.63979,0.06868477,-208.4957149,106.0113815,-23.18977737,-2.822010019,-11.50312524,-11.53232985,-14.81813418,-9.295153792,-5.825430713,5.965564249,3.087601142,13.28974198,1.23932081,1.098299387,-3.408490152,-3.820163818,-9.733560637,-0.216331508,-5.769890354,0.450120331,Bansuri,B,bahudari
