filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Class
Dr. N. Ramani - Maamavthu Shree.wav22.wav,0.147003065,0.219873905,1550.811701,1383.85427,2128.687128,0.099428348,-203.3240633,108.2103334,-64.20560983,-17.7197535,-18.62032948,3.850636312,12.99129016,10.45095327,-8.309453102,-12.01725761,-8.303602445,3.358028536,9.930896142,6.089100566,-7.152073422,-3.319496241,-7.836337169,-6.783783884,-6.850636528,0.401366814,Flute
Dr. N. Ramani - Maamavthu Shree.wav23.wav,0.16489947,0.197940394,1541.927587,1386.945786,2238.761463,0.096811206,-186.0423715,117.8804316,-62.43209163,-13.97416886,-17.08191473,3.825050127,6.42087042,6.364488081,-6.685873956,-1.851922851,1.829900993,4.03661248,3.085854488,-0.666161037,-10.96747242,-5.019505349,-7.145620902,-3.700354718,-3.969715748,0.06415738,Flute
Dr. N. Ramani - Maamavthu Shree.wav24.wav,0.164810751,0.202797085,1395.351347,1295.110682,2111.453899,0.080782202,-195.5708206,126.1842045,-62.89392495,-15.36529485,-28.21550637,-12.2217308,-3.569229859,7.465132809,2.983344694,2.452961553,0.723561934,0.519029439,-0.331755313,-1.819656382,-10.7087081,-4.620065991,-4.57509616,-0.490483073,0.002808399,0.758898089,Flute
Dr. N. Ramani - Maamavthu Shree.wav25.wav,0.178373218,0.207732618,1544.277112,1405.855415,2361.810718,0.092455979,-168.4113361,119.2408776,-67.81724508,-15.02512357,-23.6423498,-2.076761707,6.33624676,8.571034587,-5.24068874,-0.114151275,0.037770046,3.317305396,3.555933605,0.86630578,-11.18586695,-4.518988457,-9.376813212,-5.215031842,-1.845748832,-0.055864738,Flute
Dr. N. Ramani - Maamavthu Shree.wav26.wav,0.185592994,0.166393608,1557.225642,1382.06881,2321.419296,0.09740115,-203.1185305,118.1525474,-59.89437992,-17.02494699,-25.05134956,-5.453693152,-1.939718,2.771067271,-2.312957099,-3.749676566,-1.409687612,1.61995451,0.012264637,-1.671768681,-9.880021001,-5.31096276,-4.45934629,-0.624622469,-3.621509786,-2.390598984,Flute
Dr. N. Ramani - Maamavthu Shree.wav27.wav,0.183544748,0.16661644,1509.604416,1359.117648,2272.319593,0.092775705,-217.771529,119.1810611,-52.22683157,-13.2329188,-25.26845488,-11.16577137,-4.370227062,4.98078825,2.353336017,0.094561054,0.922826482,1.366749559,-2.10397478,-4.493470542,-10.0883438,-5.825046791,-3.424479926,0.887251053,-0.492430029,-1.989411827,Flute
Dr. N. Ramani - Maamavthu Shree.wav28.wav,0.196106702,0.168378741,1586.724708,1347.61462,2431.668629,0.099811566,-195.1091094,113.1540469,-67.22753428,-9.915567081,-23.77112716,-9.307486003,-9.416983355,-3.756802441,-2.268298834,0.229411895,0.820916904,0.133554038,-2.521311915,-0.393982691,-8.240982747,-3.640963457,-1.43681359,-0.507372679,-2.997318096,-2.692965667,Flute
Dr. N. Ramani - Maamavthu Shree.wav29.wav,0.194551785,0.17802313,1500.538781,1463.253047,2480.501667,0.078304137,-179.3377661,117.9413171,-58.13603553,-2.539101054,-18.32089755,-11.18198293,-16.54667481,-5.332305399,-2.314843028,10.27949804,10.61931314,7.573592619,3.060018258,-1.906630921,-11.66415559,-7.98962007,-7.208986212,-2.794457487,-6.808228122,-5.630888356,Flute
Dr. N. Ramani - Maamavthu Shree.wav3.wav,0.162173812,0.168037981,1131.071476,1033.319542,1685.256476,0.065419483,-274.4064921,124.1157772,-53.91324377,-33.99666404,-27.26530261,-31.87951307,-24.30186883,-16.59270016,-1.49619731,7.444367782,12.32030242,8.534577296,5.731401131,8.109172278,-1.323463302,-7.742986912,-1.402716013,1.460993411,0.779861045,1.195575064,Flute
Dr. N. Ramani - Maamavthu Shree.wav30.wav,0.184208084,0.229858652,1635.990905,1498.897177,2542.109628,0.095903426,-153.6778001,109.6111468,-65.97626923,-16.49164729,-23.1290885,1.834933528,2.954804677,7.532869964,-3.417907169,0.187717501,-0.78640072,4.533722324,5.167177301,1.590956242,-10.58507516,-5.229960183,-7.857340692,-2.405776382,-2.316858479,-1.430073069,Flute
Dr. N. Ramani - Maamavthu Shree.wav31.wav,0.165786195,0.160915241,1577.19867,1505.357042,2512.209809,0.094722405,-205.6930589,102.9328748,-48.27876791,-7.253868068,-9.956183274,7.094014248,2.22313393,2.21419568,-7.52141493,-4.366850371,-1.852814342,4.63695591,3.323555653,-0.376947178,-10.31193687,-4.309535042,-4.318964887,-2.762329502,-6.387826598,-3.448955319,Flute
Dr. N. Ramani - Maamavthu Shree.wav4.wav,0.164072615,0.174460858,1219.253962,1108.152634,1811.572379,0.070980674,-260.449283,120.9974455,-58.89162848,-33.99671997,-33.76079133,-31.61324712,-21.40484716,-10.42855578,7.784663501,12.00648269,10.3585173,0.57816403,-3.971002348,3.441934267,-0.60248941,-3.076514921,2.269339689,5.131372913,6.127932364,4.275292653,Flute
Dr. N. Ramani - Maamavthu Shree.wav5.wav,0.16258127,0.136349306,1334.89801,1220.60688,2033.704369,0.07758003,-267.4962009,117.2433045,-54.45423113,-30.81731906,-30.5130991,-22.16792004,-13.26307378,-9.418963418,0.810574656,3.423523799,4.195342225,3.417031431,4.851247083,7.768553872,-1.143574409,-4.174295134,-1.68352775,-2.59870015,1.515392054,7.29984708,Flute
Dr. N. Ramani - Maamavthu Shree.wav6.wav,0.161925988,0.158672765,1578.550613,1326.774105,2213.061618,0.101093115,-261.7249617,96.54215581,-64.2397292,-29.403446,-25.78032064,-5.640523447,4.183766752,-2.265168581,-11.03330513,-11.04751977,-0.599294662,9.75679681,8.3331382,0.168037205,-7.455319299,-3.613844081,-0.106648162,4.845869864,2.206537136,-1.844610191,Flute
Dr. N. Ramani - Maamavthu Shree.wav7.wav,0.193294402,0.186260536,1532.768256,1184.249468,2024.037761,0.104895813,-245.0890439,100.3352894,-79.27717333,-38.63509917,-25.79189325,2.808172606,11.61141351,-6.099466697,-14.88768411,-10.85410429,0.910726701,10.16316698,5.897079331,2.865654573,-3.067498729,-2.636998634,-1.209477342,-1.974349841,0.068219054,2.391447275,Flute
Dr. N. Ramani - Maamavthu Shree.wav8.wav,0.183746459,0.174591318,1300.855282,1052.116497,1820.413992,0.084137435,-258.0661201,118.308153,-69.67900364,-38.74311622,-28.73888022,-12.91347219,-6.786034461,-14.75356352,-7.671512688,0.237805594,8.238919067,8.701139913,3.534760031,5.5646805,-2.405582948,-6.486175863,-1.207947684,-2.409576515,0.901482354,6.329399842,Flute
Dr. N. Ramani - Maamavthu Shree.wav9.wav,0.169219683,0.122634701,967.9965397,1044.936185,1530.85741,0.048389352,-302.6933741,142.7091298,-33.17217016,-13.49501186,-11.65441896,-13.0439276,-11.86173068,-20.15801423,-20.25792076,-20.13452877,-13.06633659,-8.269262658,-4.771478752,4.16748883,7.376098541,10.81673054,20.34488104,13.87374154,5.588698563,4.518359091,Flute
Dr. N. Ramani - Mamavasadha.wav1.wav,0.16393657,0.147145748,1193.422457,1141.250088,1703.589699,0.070892617,-275.0426757,119.3385596,-53.51817445,-33.06156276,-30.82000179,-24.07724843,-15.60003639,-12.13569818,-4.868520953,-1.972133452,7.88257132,8.29812477,3.099959736,-5.66183332,-14.3626184,-14.33688034,-9.210368822,-8.428257144,-7.275694155,4.034740332,Flute
Dr. N. Ramani - Mamavasadha.wav10.wav,0.166759564,0.220804974,1463.904676,1375.65489,2170.570208,0.086244754,-188.8684313,119.7948032,-61.2925406,-24.71997077,-26.19573671,-8.448445939,3.799078313,7.529008175,-1.429004542,-1.919731526,-0.166289994,4.11977873,3.950554923,2.93055545,-5.46930097,-2.538549481,-5.167811821,-7.808175157,-7.989983439,1.867112806,Flute
Dr. N. Ramani - Mamavasadha.wav11.wav,0.168680491,0.249201015,1617.344334,1422.871835,2279.36955,0.103815321,-174.1356027,109.4679724,-67.78449906,-26.89936819,-19.38461811,3.221105673,10.88870676,6.378446024,-9.811584355,-5.814021173,1.676205645,8.748205226,4.188160241,0.054661733,-8.928010014,-5.521142701,-8.422157882,-5.643514458,-5.445354359,2.63595049,Flute
Dr. N. Ramani - Mamavasadha.wav12.wav,0.174924297,0.168453962,1375.902557,1364.442457,2143.003708,0.07298293,-193.93447,133.4242352,-54.26392638,-10.79927341,-17.35531867,-10.1105951,-6.831867178,-0.509120493,-0.802978267,3.575537888,6.535344466,9.684157165,5.456197889,0.826397976,-12.17576795,-10.40545736,-7.218141759,-7.448890343,-7.767257095,-0.693865213,Flute
Dr. N. Ramani - Mamavasadha.wav13.wav,0.209859622,0.02627833,1162.186579,1161.665772,1922.730798,0.071859594,-396.6286198,86.29753245,-34.1456671,-5.370922757,-9.569570701,2.272378414,-2.393868028,-1.594726589,-7.482338939,-5.728750132,0.218554263,3.659031838,0.027690419,1.35839328,-5.368288125,-6.425571771,-5.317452095,-3.885951929,-6.160836986,-1.251850936,Flute
